TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,TransactionAmount_bin,AccountBalance_bin,Target
95.35,Debit,Chicago,Online,21.0,Student,131.0,1.0,1639.9,Very Low,MediumLow,0
93.14,Debit,Memphis,Online,67.0,Retired,151.0,1.0,5473.82,Very Low,MediumHigh,1
899.2850000000002,Debit,New York,Branch,64.0,Doctor,159.0,1.0,1729.26,High,MediumLow,1
79.33,Debit,Las Vegas,Online,51.0,Doctor,109.0,1.0,14798.1,Very Low,High,2
76.89,Debit,Chicago,ATM,55.0,Doctor,132.0,1.0,4734.110000000001,Very Low,MediumLow,0
233.71,Debit,Jacksonville,Online,19.0,Student,297.0,1.0,1231.98,Low,Low,2
14.92,Debit,Las Vegas,Branch,26.0,Engineer,120.0,1.0,6611.26,Very Low,MediumHigh,2
242.17,Debit,Jacksonville,ATM,60.0,Doctor,147.0,1.0,883.7199999999999,Low,Low,2
122.98,Debit,Jacksonville,Online,79.0,Retired,228.0,1.0,5055.99,Low,MediumHigh,2
129.35,Debit,Las Vegas,ATM,52.0,Engineer,130.0,1.0,7166.88,Low,MediumHigh,2
138.33,Debit,Dallas,Online,21.0,Student,69.00000000000001,1.0,232.56,Low,Low,0
39.31,Debit,Portland,Online,25.0,Student,178.0,1.0,1236.38,Very Low,Low,1
91.85,Debit,Seattle,Online,21.0,Student,148.0,1.0,802.09,Very Low,Low,3
277.7,Debit,Nashville,Branch,58.0,Engineer,107.0,1.0,1423.2,Low,Low,1
114.03,Debit,Portland,ATM,51.0,Doctor,172.0,1.0,13388.56,Low,High,1
302.63,Debit,San Jose,Branch,27.0,Engineer,10.0,1.0,2801.28,Medium,MediumLow,3
31.19,Debit,Charlotte,ATM,52.0,Engineer,74.0,1.0,5545.96,Very Low,MediumHigh,0
112.91,Debit,Tucson,Online,27.0,Engineer,135.0,1.0,4764.48,Low,MediumHigh,3
742.26,Debit,San Diego,Online,27.0,Engineer,36.0,1.0,7868.189999999999,High,High,3
256.8,Debit,Charlotte,ATM,26.0,Student,80.0,1.0,1128.38,Low,Low,0
378.68,Debit,Fort Worth,ATM,60.0,Doctor,239.0,1.0,7627.04,Medium,MediumHigh,2
571.93,Debit,Washington,Online,52.0,Retired,119.0,1.0,4026.0300000000007,High,MediumLow,3
26.31,Debit,Austin,Online,77.0,Retired,163.0,1.0,7095.76,Very Low,MediumHigh,0
205.58,Debit,Portland,Online,20.0,Student,112.0,1.0,1501.95,Low,Low,1
533.61,Debit,Mesa,Online,48.0,Engineer,115.0,1.0,3656.93,High,MediumLow,1
428.62,Debit,Raleigh,Branch,55.0,Retired,72.0,1.0,3473.24,Medium,MediumLow,3
361.22,Debit,Raleigh,ATM,64.0,Retired,167.0,1.0,7061.73,Medium,MediumHigh,3
837.29,Debit,Phoenix,Branch,25.0,Student,215.99999999999997,1.0,6012.67,High,MediumHigh,1
117.25,Debit,Atlanta,Online,31.0,Doctor,73.0,1.0,13694.68,Low,High,0
135.27,Debit,Atlanta,ATM,48.0,Doctor,131.0,1.0,9410.51,Low,High,0
185.1,Debit,Albuquerque,Branch,53.0,Retired,22.999999999999996,1.0,6115.63,Low,MediumHigh,0
113.54,Debit,Columbus,Online,38.0,Engineer,273.0,1.0,5581.21,Low,MediumHigh,0
354.96,Debit,Fort Worth,Online,69.0,Doctor,96.0,1.0,6712.94,Medium,MediumHigh,2
224.22,Debit,Fresno,Branch,53.0,Doctor,37.0,1.0,8400.87,Low,High,2
737.1,Debit,Washington,ATM,60.0,Retired,91.99999999999999,1.0,4644.19,High,MediumLow,3
223.22,Debit,Fort Worth,ATM,27.0,Student,96.0,1.0,1734.22,Low,MediumLow,2
557.26,Debit,San Jose,ATM,69.0,Doctor,53.00000000000001,1.0,5237.12,High,MediumHigh,3
899.2850000000002,Debit,Memphis,Online,33.0,Engineer,95.0,1.0,969.06,High,Low,1
27.44,Debit,Boston,ATM,62.0,Retired,164.0,1.0,5950.48,Very Low,MediumHigh,0
310.09,Debit,Detroit,Branch,36.0,Doctor,166.0,1.0,9962.5,Medium,High,2
80.38,Debit,Kansas City,Online,52.0,Doctor,116.00000000000001,1.0,9662.88,Very Low,High,2
26.1,Debit,Detroit,Branch,66.0,Doctor,115.0,1.0,5243.0,Very Low,MediumHigh,2
845.14,Debit,Oklahoma City,Branch,73.0,Retired,183.0,1.0,1702.65,High,MediumLow,1
59.73,Debit,Fresno,ATM,27.0,Student,56.0,1.0,800.93,Very Low,Low,2
758.77,Debit,San Antonio,ATM,60.0,Engineer,114.0,1.0,7231.47,High,MediumHigh,3
301.51,Debit,Charlotte,ATM,22.0,Student,284.0,1.0,1052.31,Medium,Low,0
418.03,Debit,Austin,,58.0,Doctor,161.0,1.0,10721.29,Medium,High,0
118.06,Debit,Las Vegas,Branch,32.0,Doctor,30.999999999999996,1.0,13560.63,Low,High,2
483.92,Debit,New York,ATM,70.0,Retired,115.0,1.0,3138.0,High,MediumLow,1
78.93,Debit,Mesa,ATM,38.0,Doctor,145.0,1.0,9916.24,Very Low,High,1
36.63,Debit,Miami,ATM,75.0,Retired,261.0,1.0,7941.73,Very Low,High,1
87.85,Debit,Colorado Springs,Branch,49.0,Engineer,63.0,1.0,3753.2400000000002,Very Low,MediumLow,0
899.2850000000002,Debit,Philadelphia,Online,31.0,Doctor,55.0,1.0,9733.83,High,High,1
705.34,Debit,Washington,Online,59.0,Doctor,123.99999999999999,1.0,5003.22,High,MediumHigh,3
146.55,Debit,Virginia Beach,Online,54.0,Retired,123.99999999999999,1.0,4087.4400000000005,Low,MediumLow,3
116.89,Debit,Columbus,Online,71.0,Retired,226.0,1.0,4880.31,Low,MediumHigh,0
106.41,Debit,Los Angeles,Branch,57.0,Retired,87.0,1.0,1310.38,Low,Low,2
899.2850000000002,Debit,Boston,ATM,78.0,Retired,103.0,1.0,2513.51,High,MediumLow,0
584.41,Debit,Las Vegas,ATM,23.0,Student,41.0,1.0,4475.22,High,MediumLow,2
584.98,Debit,Chicago,Branch,55.0,Retired,121.0,1.0,6521.05,High,MediumHigh,0
79.21,Debit,Colorado Springs,Branch,56.0,Retired,140.0,1.0,1615.04,Very Low,MediumLow,0
173.13,Debit,Atlanta,Online,20.0,Student,288.0,1.0,1490.34,Low,Low,0
335.7,Debit,El Paso,ATM,80.0,,57.0,1.0,6601.44,Medium,MediumHigh,2
899.2850000000002,Debit,Las Vegas,Online,50.0,Doctor,109.0,1.0,8611.17,High,High,2
422.81,Debit,Los Angeles,Branch,28.0,Student,193.0,1.0,1929.2799999999997,Medium,MediumLow,2
135.43,Debit,San Jose,ATM,57.0,Retired,91.99999999999999,1.0,5315.83,Low,MediumHigh,3
584.88,Debit,Philadelphia,ATM,26.0,Student,121.0,1.0,548.45,High,Low,1
308.94,Debit,Los Angeles,Online,25.0,Student,167.0,1.0,1931.6599999999999,Medium,MediumLow,2
295.93,Debit,Boston,Branch,36.0,Doctor,117.0,1.0,1050.63,Medium,Low,0
899.2850000000002,Debit,Philadelphia,Online,19.0,Student,50.00000000000001,1.0,9963.39,High,High,1
77.44,Debit,Washington,Branch,58.0,Retired,268.0,1.0,1950.63,Very Low,MediumLow,3
92.5,Debit,Seattle,Online,40.0,Engineer,70.0,1.0,6295.45,Very Low,MediumHigh,3
97.74,Debit,Los Angeles,Online,41.0,Engineer,137.0,1.0,4113.63,Low,MediumLow,2
291.68,Debit,Columbus,ATM,21.0,Student,90.0,1.0,1451.02,Medium,Low,0
56.96,Debit,Albuquerque,ATM,22.0,Student,135.0,1.0,1597.85,Very Low,MediumLow,0
436.8,Debit,Seattle,Online,27.0,Student,91.99999999999999,1.0,1256.33,Medium,Low,3
259.49,Debit,Austin,Online,72.0,Retired,292.0,1.0,7320.61,Low,MediumHigh,0
726.26,Debit,Omaha,Online,57.0,Retired,147.0,1.0,2150.38,High,MediumLow,1
568.68,Debit,Houston,ATM,72.0,Retired,101.0,1.0,2940.04,High,MediumLow,2
77.57,Debit,Atlanta,Online,49.0,,225.0,1.0,12801.93,Very Low,High,0
899.2850000000002,Debit,Boston,Online,29.0,Engineer,40.0,1.0,4272.41,High,MediumLow,0
14.16,Debit,Oklahoma City,Branch,74.0,Retired,290.0,1.0,5399.76,Very Low,MediumHigh,1
899.2850000000002,Debit,Omaha,Branch,61.0,Retired,48.0,1.0,2467.39,High,MediumLow,1
61.330000000000005,Debit,Raleigh,ATM,27.0,Engineer,129.0,1.0,7537.400000000001,Very Low,MediumHigh,3
27.64,Debit,New York,Online,54.0,Engineer,22.999999999999996,1.0,7498.509999999999,Very Low,MediumHigh,1
3.85,Debit,San Jose,ATM,29.0,Doctor,32.0,1.0,10506.41,Very Low,High,3
431.22,Debit,Austin,Branch,73.0,Retired,129.0,1.0,6505.98,Medium,MediumHigh,0
178.55,Debit,Houston,Branch,55.0,Engineer,67.0,1.0,7568.400000000001,Low,MediumHigh,2
248.76,Debit,Denver,ATM,18.0,Student,56.0,1.0,546.46,Low,Low,0
76.16,Debit,San Francisco,ATM,23.0,Student,99.0,1.0,1072.25,Very Low,Low,3
347.25,Debit,Indianapolis,ATM,69.0,Doctor,250.0,1.0,7273.55,Medium,MediumHigh,2
28.04,Debit,Los Angeles,ATM,57.0,Doctor,146.0,1.0,11197.54,Very Low,High,2
325.98,Debit,Washington,ATM,19.0,Student,277.0,1.0,782.35,Medium,Low,3
249.56000000000003,Debit,New York,Branch,76.0,Retired,246.0,1.0,4444.95,Low,MediumLow,1
17.43,Debit,Albuquerque,ATM,56.0,Doctor,33.0,1.0,10658.88,Very Low,High,0
198.01,Debit,Austin,Branch,26.0,Student,40.0,1.0,250.93000000000004,Low,Low,0
585.58,Debit,Raleigh,Branch,23.0,Student,55.0,1.0,1729.02,High,MediumLow,3
434.67,Debit,Virginia Beach,Online,27.0,Student,123.99999999999999,1.0,1298.13,Medium,Low,3
510.7,Debit,Nashville,Online,27.0,Student,294.0,1.0,5828.48,High,MediumHigh,1
331.98,Debit,Denver,ATM,74.0,Retired,12.0,1.0,7600.99,Medium,MediumHigh,0
199.54,Debit,Portland,Online,56.0,Engineer,268.0,1.0,9603.73,Low,High,1
212.97,Debit,Atlanta,Online,59.0,Engineer,178.0,1.0,4180.4,Low,MediumLow,0
270.56,Debit,Philadelphia,Online,23.0,Student,139.0,1.0,1268.44,Low,Low,1
306.37,Debit,Colorado Springs,ATM,26.0,Engineer,120.0,1.0,9609.67,Medium,High,0
643.02,Debit,Detroit,ATM,38.0,Doctor,85.0,1.0,11989.39,High,High,2
98.48,Debit,Miami,Branch,47.0,Engineer,12.0,1.0,9538.92,Low,High,1
889.01,Debit,Virginia Beach,Online,36.0,Engineer,169.0,1.0,4826.88,High,MediumHigh,3
537.86,Debit,Kansas City,Online,27.0,Student,134.0,1.0,293.06,High,Low,2
241.18,Debit,Mesa,ATM,25.0,Student,162.0,1.0,1445.53,Low,Low,1
130.54,Debit,Atlanta,ATM,64.0,Doctor,94.0,1.0,11204.62,Low,High,0
800.29,Debit,San Diego,Branch,20.0,Student,84.00000000000001,1.0,693.4,High,Low,3
8.81,Debit,Dallas,Online,57.0,Doctor,165.0,1.0,13523.65,Very Low,High,0
28.52,Debit,Detroit,ATM,20.0,Student,163.0,1.0,662.51,Very Low,Low,2
431.31,Debit,Atlanta,Online,23.0,Student,99.0,1.0,342.73,Medium,Low,0
885.33,Debit,Raleigh,ATM,47.0,Engineer,59.00000000000001,1.0,7764.159999999999,High,High,3
199.23,Debit,Tucson,ATM,29.0,Engineer,53.99999999999999,1.0,9834.0,Low,High,3
42.26,Debit,Raleigh,ATM,44.0,Doctor,171.0,1.0,268.77,Very Low,Low,3
166.06,Debit,Indianapolis,ATM,30.0,Engineer,172.0,1.0,5397.68,Low,MediumHigh,2
357.72,Debit,Miami,ATM,53.0,Retired,25.000000000000004,1.0,7659.500000000001,Medium,High,1
588.37,Debit,Dallas,Online,28.0,Student,284.0,1.0,1926.0799999999997,High,MediumLow,0
72.82,Debit,Houston,Online,68.0,Doctor,127.0,1.0,6911.62,Very Low,MediumHigh,2
162.36,Debit,Tucson,Online,36.0,Engineer,147.0,1.0,7527.040000000001,Low,MediumHigh,3
584.82,Debit,Nashville,Online,43.0,Doctor,109.0,1.0,12071.1,High,High,1
38.15,Debit,Oklahoma City,Online,72.0,Retired,129.0,1.0,1425.47,Very Low,Low,1
477.54,Debit,San Francisco,ATM,23.0,Student,52.00000000000001,1.0,1598.63,Medium,MediumLow,3
639.57,Debit,Philadelphia,Branch,60.0,Doctor,43.0,1.0,11726.47,High,High,1
58.23,Debit,Phoenix,Online,28.0,Student,34.0,1.0,9189.76,Very Low,High,1
776.21,Debit,Raleigh,Online,78.0,Retired,99.0,1.0,4895.87,High,MediumHigh,3
211.36,Debit,Portland,Branch,21.0,Student,117.0,1.0,6178.77,Low,MediumHigh,1
188.61,Debit,Boston,Online,67.0,Retired,26.0,1.0,7167.57,Low,MediumHigh,0
675.37,Debit,Jacksonville,Online,56.0,Retired,30.999999999999996,1.0,4704.91,High,MediumLow,2
94.82,Debit,Columbus,Branch,67.0,Retired,56.0,1.0,1267.72,Very Low,Low,0
425.18,Debit,Fresno,Online,59.0,Engineer,135.0,1.0,5790.55,Medium,MediumHigh,2
50.28,Debit,Oklahoma City,Branch,60.0,Engineer,65.0,1.0,5729.1,Very Low,MediumHigh,1
864.72,Debit,Detroit,Branch,34.0,Engineer,112.0,1.0,7379.38,High,MediumHigh,2
70.68,Debit,El Paso,Online,25.0,Student,105.0,1.0,1478.41,Very Low,Low,2
261.77,Debit,Chicago,Online,28.0,Student,45.99999999999999,1.0,824.7099999999999,Low,Low,0
183.22,Debit,Milwaukee,ATM,27.0,Student,63.0,1.0,1024.42,Low,Low,1
58.32,Debit,Louisville,Branch,29.0,Engineer,275.0,1.0,6027.49,Very Low,MediumHigh,2
156.86,Debit,Charlotte,ATM,51.0,Doctor,102.0,1.0,14453.35,Low,High,0
120.67,Debit,Colorado Springs,ATM,42.0,Doctor,233.0,1.0,5374.54,Low,MediumHigh,0
308.62,Debit,Sacramento,Branch,59.0,Engineer,101.0,1.0,9148.08,Medium,High,3
506.81,Debit,Milwaukee,ATM,59.0,Engineer,41.0,1.0,2757.23,High,MediumLow,1
328.39,Debit,New York,ATM,41.0,Engineer,107.99999999999999,1.0,2523.83,Medium,MediumLow,1
796.3,Debit,Austin,Branch,67.0,Retired,64.0,1.0,1498.79,High,Low,0
72.47,Debit,Boston,Online,29.0,Doctor,72.0,1.0,1305.56,Very Low,Low,0
279.6,Debit,Fort Worth,ATM,25.0,Student,131.0,1.0,1910.9000000000003,Low,MediumLow,2
304.2,Debit,Indianapolis,Online,25.0,Student,102.0,1.0,423.64,Medium,Low,2
351.38,Debit,New York,Branch,64.0,Retired,21.000000000000004,1.0,7606.63,Medium,MediumHigh,1
86.07,Debit,Dallas,Branch,31.0,Doctor,22.999999999999996,1.0,842.5599999999998,Very Low,Low,0
604.5,Debit,Portland,ATM,28.0,Student,80.0,1.0,709.4199999999998,High,Low,1
258.7,Debit,Charlotte,ATM,27.0,Student,123.0,1.0,1358.37,Low,Low,0
899.2850000000002,Debit,Austin,Online,61.0,Doctor,158.0,1.0,13538.14,High,High,0
11.46,Debit,Austin,Branch,75.0,Retired,64.0,1.0,7258.33,Very Low,MediumHigh,0
63.75999999999999,Debit,San Antonio,ATM,69.0,Retired,100.00000000000001,1.0,4980.26,Very Low,MediumHigh,3
446.83,Debit,Miami,Branch,55.0,Retired,143.0,1.0,1623.5,Medium,MediumLow,1
63.540000000000006,Debit,Dallas,ATM,26.0,Engineer,136.0,1.0,4401.78,Very Low,MediumLow,0
81.11,Debit,Charlotte,Online,48.0,Engineer,110.0,1.0,2051.37,Very Low,MediumLow,0
441.26,Debit,Tucson,Branch,58.0,Doctor,87.0,1.0,13704.92,Medium,High,3
170.96,Debit,Washington,Branch,64.0,Doctor,69.00000000000001,1.0,13374.89,Low,High,3
48.51,Debit,Austin,Branch,22.0,Student,69.00000000000001,1.0,3363.23,Very Low,MediumLow,0
325.03,Debit,Jacksonville,Branch,60.0,Doctor,106.0,1.0,13521.76,Medium,High,2
125.83,Debit,Los Angeles,,57.0,Retired,138.0,1.0,6109.86,Low,MediumHigh,2
506.83,Debit,Indianapolis,,37.0,Engineer,45.0,1.0,9975.79,High,High,2
738.94,Debit,Philadelphia,Branch,41.0,Doctor,173.0,1.0,13856.18,High,High,1
180.36,Debit,Oklahoma City,Online,33.0,Engineer,55.0,1.0,9905.23,Low,High,1
225.1,Debit,Boston,ATM,28.0,Student,35.0,1.0,1547.71,Low,MediumLow,0
359.51,Debit,Charlotte,,79.0,Retired,157.0,1.0,7153.72,Medium,MediumHigh,0
720.46,Debit,Tucson,Branch,54.0,Retired,44.0,1.0,3101.54,High,MediumLow,3
899.2850000000002,Debit,Tucson,ATM,56.0,Retired,104.0,1.0,1393.14,High,Low,3
291.46,Debit,Miami,ATM,57.0,Retired,135.0,1.0,7142.53,Medium,MediumHigh,1
899.2850000000002,Debit,Las Vegas,Branch,23.0,Student,73.0,1.0,325.15,High,Low,2
98.24,Debit,Mesa,Online,28.0,Student,148.0,1.0,580.66,Low,Low,1
100.48,Debit,Milwaukee,Branch,18.0,Student,104.0,1.0,6149.81,Low,MediumHigh,1
45.9,Debit,Columbus,Branch,56.0,Engineer,264.0,1.0,5698.25,Very Low,MediumHigh,0
258.21,Debit,San Antonio,Online,39.0,Doctor,225.0,1.0,9562.41,Low,High,3
899.2850000000002,Debit,Las Vegas,Online,53.0,Engineer,211.0,1.0,2038.31,High,MediumLow,2
287.51,Debit,El Paso,Online,22.0,Student,255.0,1.0,187.65,Low,Low,2
501.29999999999995,Debit,San Antonio,Online,26.0,Engineer,146.0,1.0,8520.08,High,High,3
26.1,Debit,Mesa,ATM,27.0,Student,32.0,1.0,1435.72,Very Low,Low,1
436.77,Debit,Jacksonville,ATM,20.0,Student,176.0,1.0,825.69,Medium,Low,2
292.38,Debit,Baltimore,ATM,68.0,Doctor,224.0,1.0,5803.89,Medium,MediumHigh,0
899.2850000000002,Debit,Philadelphia,Branch,53.0,Retired,165.0,1.0,3134.47,High,MediumLow,1
25.29,Debit,Miami,Online,50.0,,125.0,1.0,5374.69,Very Low,MediumHigh,1
123.34999999999998,Debit,Baltimore,Online,31.0,Doctor,10.0,1.0,6852.16,Low,MediumHigh,0
139.52,Debit,Portland,Branch,23.0,Student,30.999999999999996,1.0,1570.22,Low,MediumLow,1
51.2,Debit,Tucson,Online,18.0,Student,83.0,1.0,730.6,Very Low,Low,3
122.85,Debit,Seattle,Online,47.0,Doctor,127.0,1.0,13185.39,Low,High,3
161.38,Debit,Colorado Springs,Online,24.0,Student,101.0,1.0,3900.3399999999997,Low,MediumLow,0
2.51,Debit,Baltimore,Online,63.0,Retired,32.0,1.0,4891.56,Very Low,MediumHigh,0
22.62,Debit,Virginia Beach,ATM,64.0,Doctor,102.0,1.0,7682.0,Very Low,High,3
126.83000000000001,Debit,Austin,Branch,57.0,Retired,39.0,1.0,6100.98,Low,MediumHigh,0
46.6,Debit,Detroit,Online,55.0,Doctor,68.00000000000001,1.0,1562.9,Very Low,MediumLow,2
243.8,Debit,San Francisco,Branch,57.0,Doctor,48.0,1.0,13732.81,Low,High,3
231.51,Debit,Oklahoma City,Branch,60.0,Retired,96.0,1.0,5790.7,Low,MediumHigh,1
175.05,Debit,,Online,39.0,Engineer,34.0,1.0,1447.35,Low,Low,3
762.74,Debit,Los Angeles,ATM,64.0,Doctor,244.0,1.0,207.1,High,Low,2
34.03,Debit,Los Angeles,Branch,57.0,Engineer,37.99999999999999,1.0,3077.2,Very Low,MediumLow,2
15.950000000000001,Debit,Raleigh,Branch,25.0,Student,52.00000000000001,1.0,1983.0,Very Low,MediumLow,3
211.36,Debit,Milwaukee,ATM,57.0,Engineer,107.0,1.0,3120.1,Low,MediumLow,1
101.51,Debit,Tucson,Online,46.0,Engineer,199.0,1.0,3052.47,Low,MediumLow,3
309.42,Debit,Fresno,Branch,27.0,Engineer,42.00000000000001,1.0,8564.46,Medium,High,2
257.6,Debit,Fort Worth,Online,59.0,Retired,293.0,1.0,7950.74,Low,High,2
746.78,Debit,,Branch,21.0,Student,64.0,1.0,1699.81,High,MediumLow,3
82.01,Debit,Sacramento,Branch,23.0,Student,156.0,1.0,287.46,Very Low,Low,3
476.99,Debit,San Diego,Online,23.0,Student,187.0,1.0,1154.48,Medium,Low,3
320.11,Debit,El Paso,Branch,23.0,Student,130.0,1.0,4076.4799999999996,Medium,MediumLow,2
333.39,Debit,Philadelphia,ATM,68.0,Doctor,35.0,1.0,10628.59,Medium,High,1
10.3,Debit,Fresno,ATM,47.0,Engineer,197.0,1.0,7801.32,Very Low,High,2
737.46,Debit,Albuquerque,Branch,53.0,Doctor,75.0,1.0,634.16,High,Low,0
416.55,Debit,Oklahoma City,Online,33.0,Engineer,73.0,1.0,922.9599999999999,Medium,Low,1
84.91,Debit,Raleigh,Online,18.0,Student,68.00000000000001,1.0,4734.110000000001,Very Low,MediumLow,3
98.95,Debit,Mesa,Branch,75.0,Retired,73.0,1.0,5670.82,Low,MediumHigh,1
18.14,Debit,Milwaukee,ATM,58.0,Retired,48.0,1.0,6020.85,Very Low,MediumHigh,1
899.2850000000002,Debit,Columbus,ATM,51.0,Doctor,107.99999999999999,1.0,6180.3,High,MediumHigh,0
215.13,Debit,Charlotte,Online,46.0,Engineer,114.0,1.0,3956.6899999999996,Low,MediumLow,0
218.57,Debit,Memphis,Branch,62.0,Doctor,102.0,1.0,13869.86,Low,High,1
341.88,Debit,Austin,ATM,43.0,Engineer,89.0,1.0,4159.52,Medium,MediumLow,0
691.92,Debit,Boston,Online,19.0,Student,61.00000000000001,1.0,1084.65,High,Low,0
50.43,Debit,San Jose,Branch,32.0,Doctor,51.00000000000001,1.0,9794.26,Very Low,High,3
440.43,Debit,Colorado Springs,Branch,78.0,Retired,22.999999999999996,1.0,5123.24,Medium,MediumHigh,0
299.03,Debit,Columbus,Branch,39.0,Engineer,52.00000000000001,1.0,1381.28,Medium,Low,0
1.98,Debit,Seattle,ATM,66.0,Doctor,170.0,1.0,11619.1,Very Low,High,3
173.45,Debit,Philadelphia,ATM,31.0,Engineer,161.0,1.0,9077.62,Low,High,1
438.76,Debit,San Antonio,Branch,22.0,Student,73.0,1.0,1824.19,Medium,MediumLow,3
519.62,Debit,Washington,Online,71.0,Retired,40.0,1.0,4159.33,High,MediumLow,3
738.68,Debit,Chicago,Online,50.0,Doctor,123.99999999999999,1.0,14352.33,High,High,0
151.14,Debit,Memphis,Online,64.0,Retired,37.99999999999999,1.0,2156.54,Low,MediumLow,1
75.77,Debit,Charlotte,Branch,51.0,Engineer,148.0,1.0,8361.7,Very Low,High,0
444.52,Debit,Louisville,Online,27.0,Engineer,17.0,1.0,5424.6,Medium,MediumHigh,2
5.29,Debit,Indianapolis,Online,52.0,Doctor,276.0,1.0,11263.89,Very Low,High,2
97.63,Debit,Milwaukee,Online,48.0,Doctor,127.0,1.0,12467.31,Low,High,1
256.95,Debit,San Diego,Branch,26.0,Engineer,71.0,1.0,2531.24,Low,MediumLow,3
734.86,Debit,Boston,Branch,48.0,Engineer,290.0,1.0,6242.03,High,MediumHigh,0
899.2850000000002,Debit,Columbus,ATM,36.0,Doctor,107.0,1.0,11565.97,High,High,0
84.28,Debit,Memphis,Branch,39.0,Doctor,142.0,1.0,13586.06,Very Low,High,1
899.2850000000002,Debit,Austin,ATM,24.0,Student,95.0,1.0,1161.84,High,Low,0
202.49,Debit,Virginia Beach,ATM,48.0,Engineer,69.00000000000001,1.0,7447.099999999999,Low,MediumHigh,3
154.99,Debit,Mesa,Branch,25.0,Student,53.00000000000001,1.0,1419.31,Low,Low,1
481.53,Debit,Atlanta,Branch,58.0,Retired,277.0,1.0,6142.54,High,MediumHigh,0
172.92,Debit,Miami,Online,20.0,Student,212.0,1.0,416.37,Low,Low,1
275.59,Debit,Philadelphia,Branch,53.0,Retired,238.0,1.0,6313.22,Low,MediumHigh,1
207.2,Debit,Columbus,Online,60.0,Engineer,133.0,1.0,8092.9400000000005,Low,High,0
136.82,Debit,Chicago,Branch,31.0,Engineer,14.0,1.0,6229.13,Low,MediumHigh,0
624.0,Debit,Houston,Branch,26.0,Engineer,132.0,1.0,4976.18,High,MediumHigh,2
211.36,Debit,Chicago,Online,30.0,Engineer,28.0,1.0,8741.51,Low,High,0
10.15,Debit,Austin,ATM,59.0,Doctor,58.00000000000001,1.0,7155.04,Very Low,MediumHigh,0
26.3,Debit,Virginia Beach,ATM,32.0,Doctor,33.0,1.0,7473.73,Very Low,MediumHigh,3
319.5,Debit,Virginia Beach,Branch,29.0,Engineer,69.00000000000001,1.0,2366.3,Medium,MediumLow,3
182.42,Debit,Kansas City,Branch,51.0,Retired,137.0,1.0,3051.29,Low,MediumLow,2
716.62,Debit,Atlanta,ATM,44.0,Doctor,241.0,1.0,6987.4,High,MediumHigh,0
222.96,Debit,Fresno,ATM,65.0,Doctor,150.0,1.0,7370.41,Low,MediumHigh,2
79.77,Debit,San Francisco,ATM,68.0,Retired,167.0,1.0,5010.31,Very Low,MediumHigh,3
431.08,Debit,Albuquerque,Branch,44.67844382691544,Retired,25.000000000000004,1.0,6760.22,Medium,MediumHigh,0
592.24,Debit,Tucson,ATM,52.0,Doctor,140.0,1.0,9817.05,High,High,3
200.19,Debit,San Antonio,Branch,52.0,Retired,107.99999999999999,1.0,4389.96,Low,MediumLow,3
297.5,Debit,Kansas City,Branch,73.0,Retired,80.0,1.0,6768.14,Medium,MediumHigh,2
345.86,Debit,Omaha,ATM,51.0,Retired,145.0,1.0,1504.64,Medium,Low,1
343.88,Debit,Nashville,Online,63.0,Retired,97.0,1.0,6486.18,Medium,MediumHigh,1
16.52,Debit,Boston,Online,25.0,Student,135.0,1.0,835.5299999999999,Very Low,Low,0
162.1,Debit,Milwaukee,Branch,41.0,Engineer,151.0,1.0,8576.65,Low,High,1
36.12,Debit,Houston,Online,22.0,Student,234.0,1.0,1593.03,Very Low,MediumLow,2
354.91,Debit,Boston,ATM,74.0,Retired,191.0,1.0,3872.5500000000006,Medium,MediumLow,0
38.41,Debit,Denver,ATM,40.0,Doctor,117.0,1.0,9129.68,Very Low,High,0
53.52,Debit,San Diego,Branch,49.0,Engineer,55.0,1.0,2227.49,Very Low,MediumLow,3
498.59,Debit,Philadelphia,Online,44.67844382691544,Retired,138.0,1.0,2619.46,High,MediumLow,1
13.3,Debit,San Antonio,ATM,23.0,Student,63.0,1.0,213.0,Very Low,Low,3
189.65,Debit,Charlotte,ATM,21.0,Student,60.00000000000001,1.0,8457.09,Low,High,0
255.32,Debit,Baltimore,ATM,80.0,Retired,26.999999999999996,1.0,6290.62,Low,MediumHigh,0
230.51,Debit,Memphis,Branch,51.0,Engineer,56.0,1.0,9522.37,Low,High,1
237.74,Debit,Tucson,ATM,61.0,Doctor,151.99999999999997,1.0,11795.12,Low,High,3
512.76,Debit,Fresno,ATM,52.0,Doctor,26.0,1.0,5121.36,High,MediumHigh,2
151.37,Debit,Baltimore,ATM,54.0,Engineer,53.00000000000001,1.0,8356.08,Low,High,0
85.01,Debit,Portland,ATM,25.0,Student,157.0,1.0,1299.4,Very Low,Low,1
444.47,Debit,San Jose,Online,57.0,Retired,61.00000000000001,1.0,6062.94,Medium,MediumHigh,3
211.36,Debit,Indianapolis,ATM,67.0,Retired,58.00000000000001,1.0,7588.67,Low,MediumHigh,2
879.25,Debit,Memphis,Online,24.0,Student,137.0,1.0,125.84999999999998,High,Low,1
55.98,Debit,Kansas City,Branch,24.0,Student,87.0,1.0,7047.04,Very Low,MediumHigh,2
54.91,Debit,Columbus,ATM,41.0,Engineer,275.0,1.0,7927.2699999999995,Very Low,High,0
